Executing...
RNN_12
/usr/local/lib64/python3.6/site-packages/pandas/core/indexing.py:671: SettingWithCopyWarning: 
A value is trying to be set on a copy of a slice from a DataFrame

See the caveats in the documentation: https://pandas.pydata.org/pandas-docs/stable/user_guide/indexing.html#returning-a-view-versus-a-copy
  self._setitem_with_indexer(indexer, value)
Initializing preprocessing...
Making vocab...
Vocab made!
Preprocessing texts...
Done preprocessing texts!
Preprocessing texts...
Done preprocessing texts!
Preprocessing texts...
Done preprocessing texts!
Preprocessing completed!
Initialising NN...
[1,    11] Training loss: 0.736 | Validation loss: 0.673 | Validation accuracy: 57.4
[1,    21] Training loss: 0.648 | Validation loss: 0.664 | Validation accuracy: 58.6
[1,    31] Training loss: 0.633 | Validation loss: 0.652 | Validation accuracy: 61.4
[1,    41] Training loss: 0.640 | Validation loss: 0.644 | Validation accuracy: 66.2
[1,    51] Training loss: 0.575 | Validation loss: 0.629 | Validation accuracy: 66.5
[1,    61] Training loss: 0.608 | Validation loss: 0.617 | Validation accuracy: 68.5
[1,    71] Training loss: 0.591 | Validation loss: 0.605 | Validation accuracy: 70.0
[1,    81] Training loss: 0.577 | Validation loss: 0.606 | Validation accuracy: 69.7
[1,    91] Training loss: 0.594 | Validation loss: 0.623 | Validation accuracy: 66.7
[1,   101] Training loss: 0.571 | Validation loss: 0.601 | Validation accuracy: 69.8
[1,   111] Training loss: 0.563 | Validation loss: 0.593 | Validation accuracy: 70.6
[1,   121] Training loss: 0.579 | Validation loss: 0.591 | Validation accuracy: 70.7
[1,   131] Training loss: 0.564 | Validation loss: 0.582 | Validation accuracy: 71.1
[1,   141] Training loss: 0.551 | Validation loss: 0.588 | Validation accuracy: 71.0
[1,   151] Training loss: 0.580 | Validation loss: 0.588 | Validation accuracy: 70.9
[1,   161] Training loss: 0.576 | Validation loss: 0.570 | Validation accuracy: 71.6
[1,   171] Training loss: 0.585 | Validation loss: 0.559 | Validation accuracy: 72.7
[1,   181] Training loss: 0.561 | Validation loss: 0.561 | Validation accuracy: 72.8
[1,   191] Training loss: 0.551 | Validation loss: 0.577 | Validation accuracy: 71.4
[1,   201] Training loss: 0.591 | Validation loss: 0.574 | Validation accuracy: 71.4
[1,   211] Training loss: 0.584 | Validation loss: 0.559 | Validation accuracy: 72.4
[1,   221] Training loss: 0.586 | Validation loss: 0.561 | Validation accuracy: 72.6
[1,   231] Training loss: 0.571 | Validation loss: 0.553 | Validation accuracy: 72.8
[1,   241] Training loss: 0.585 | Validation loss: 0.553 | Validation accuracy: 72.6
[1,   251] Training loss: 0.532 | Validation loss: 0.556 | Validation accuracy: 72.4
[1,   261] Training loss: 0.554 | Validation loss: 0.573 | Validation accuracy: 71.6
[1,   271] Training loss: 0.540 | Validation loss: 0.580 | Validation accuracy: 70.6
[1,   281] Training loss: 0.534 | Validation loss: 0.579 | Validation accuracy: 70.8
[1,   291] Training loss: 0.559 | Validation loss: 0.559 | Validation accuracy: 72.1
[1,   301] Training loss: 0.585 | Validation loss: 0.552 | Validation accuracy: 72.6
[1,   311] Training loss: 0.543 | Validation loss: 0.551 | Validation accuracy: 72.4
[1,   321] Training loss: 0.592 | Validation loss: 0.552 | Validation accuracy: 72.7
[1,   331] Training loss: 0.520 | Validation loss: 0.553 | Validation accuracy: 72.6
[1,   341] Training loss: 0.526 | Validation loss: 0.564 | Validation accuracy: 72.1
[1,   351] Training loss: 0.535 | Validation loss: 0.554 | Validation accuracy: 72.4
[1,   361] Training loss: 0.560 | Validation loss: 0.551 | Validation accuracy: 72.3
[1,   371] Training loss: 0.545 | Validation loss: 0.553 | Validation accuracy: 72.4
[1,   381] Training loss: 0.515 | Validation loss: 0.560 | Validation accuracy: 72.1
[1,   391] Training loss: 0.537 | Validation loss: 0.560 | Validation accuracy: 72.0
[1,   401] Training loss: 0.515 | Validation loss: 0.561 | Validation accuracy: 71.8
[1,   411] Training loss: 0.509 | Validation loss: 0.554 | Validation accuracy: 72.8
[1,   421] Training loss: 0.574 | Validation loss: 0.587 | Validation accuracy: 70.0
[1,   431] Training loss: 0.550 | Validation loss: 0.547 | Validation accuracy: 73.1
[1,   441] Training loss: 0.531 | Validation loss: 0.540 | Validation accuracy: 73.3
[1,   451] Training loss: 0.550 | Validation loss: 0.559 | Validation accuracy: 72.7
[1,   461] Training loss: 0.560 | Validation loss: 0.544 | Validation accuracy: 73.2
[1,   471] Training loss: 0.531 | Validation loss: 0.555 | Validation accuracy: 72.1
[1,   481] Training loss: 0.540 | Validation loss: 0.554 | Validation accuracy: 72.4
[1,   491] Training loss: 0.555 | Validation loss: 0.543 | Validation accuracy: 72.6
[1,   501] Training loss: 0.566 | Validation loss: 0.551 | Validation accuracy: 72.8
[1,   511] Training loss: 0.520 | Validation loss: 0.537 | Validation accuracy: 73.4
[1,   521] Training loss: 0.571 | Validation loss: 0.546 | Validation accuracy: 73.1
[1,   531] Training loss: 0.548 | Validation loss: 0.551 | Validation accuracy: 72.9
[1,   541] Training loss: 0.548 | Validation loss: 0.539 | Validation accuracy: 73.3
[1,   551] Training loss: 0.530 | Validation loss: 0.552 | Validation accuracy: 72.9
[1,   561] Training loss: 0.544 | Validation loss: 0.542 | Validation accuracy: 72.9
[1,   571] Training loss: 0.519 | Validation loss: 0.561 | Validation accuracy: 71.9
[1,   581] Training loss: 0.552 | Validation loss: 0.541 | Validation accuracy: 73.0
[1,   591] Training loss: 0.550 | Validation loss: 0.540 | Validation accuracy: 73.1
[1,   601] Training loss: 0.533 | Validation loss: 0.544 | Validation accuracy: 72.9
[1,   611] Training loss: 0.530 | Validation loss: 0.538 | Validation accuracy: 73.5
[1,   621] Training loss: 0.488 | Validation loss: 0.537 | Validation accuracy: 73.2
[1,   631] Training loss: 0.500 | Validation loss: 0.537 | Validation accuracy: 73.3
[1,   641] Training loss: 0.558 | Validation loss: 0.567 | Validation accuracy: 71.5
[1,   651] Training loss: 0.534 | Validation loss: 0.539 | Validation accuracy: 73.2
[1,   661] Training loss: 0.517 | Validation loss: 0.559 | Validation accuracy: 72.3
[1,   671] Training loss: 0.545 | Validation loss: 0.538 | Validation accuracy: 73.7
[1,   681] Training loss: 0.550 | Validation loss: 0.561 | Validation accuracy: 72.2
[1,   691] Training loss: 0.537 | Validation loss: 0.530 | Validation accuracy: 73.7
[1,   701] Training loss: 0.494 | Validation loss: 0.535 | Validation accuracy: 73.6
[1,   711] Training loss: 0.546 | Validation loss: 0.532 | Validation accuracy: 73.6
[1,   721] Training loss: 0.542 | Validation loss: 0.555 | Validation accuracy: 72.3
[1,   731] Training loss: 0.538 | Validation loss: 0.538 | Validation accuracy: 73.3
[1,   741] Training loss: 0.554 | Validation loss: 0.535 | Validation accuracy: 73.5
[1,   751] Training loss: 0.479 | Validation loss: 0.543 | Validation accuracy: 73.3
[1,   761] Training loss: 0.546 | Validation loss: 0.572 | Validation accuracy: 71.2
[1,   771] Training loss: 0.532 | Validation loss: 0.528 | Validation accuracy: 73.7
[1,   781] Training loss: 0.527 | Validation loss: 0.546 | Validation accuracy: 72.9
[1,   791] Training loss: 0.517 | Validation loss: 0.530 | Validation accuracy: 73.5
[1,   801] Training loss: 0.496 | Validation loss: 0.539 | Validation accuracy: 72.9
[1,   811] Training loss: 0.535 | Validation loss: 0.535 | Validation accuracy: 73.8
[1,   821] Training loss: 0.523 | Validation loss: 0.523 | Validation accuracy: 74.3
[1,   831] Training loss: 0.546 | Validation loss: 0.532 | Validation accuracy: 74.0
[1,   841] Training loss: 0.547 | Validation loss: 0.534 | Validation accuracy: 73.8
[1,   851] Training loss: 0.518 | Validation loss: 0.535 | Validation accuracy: 73.6
[1,   861] Training loss: 0.501 | Validation loss: 0.529 | Validation accuracy: 73.7
[1,   871] Training loss: 0.552 | Validation loss: 0.537 | Validation accuracy: 73.5
[1,   881] Training loss: 0.559 | Validation loss: 0.529 | Validation accuracy: 74.1
[1,   891] Training loss: 0.536 | Validation loss: 0.523 | Validation accuracy: 74.4
[1,   901] Training loss: 0.527 | Validation loss: 0.535 | Validation accuracy: 73.1
[1,   911] Training loss: 0.521 | Validation loss: 0.539 | Validation accuracy: 73.4
[1,   921] Training loss: 0.491 | Validation loss: 0.545 | Validation accuracy: 72.8
[1,   931] Training loss: 0.566 | Validation loss: 0.535 | Validation accuracy: 73.4
[1,   941] Training loss: 0.559 | Validation loss: 0.520 | Validation accuracy: 74.6
[1,   951] Training loss: 0.558 | Validation loss: 0.548 | Validation accuracy: 72.9
[1,   961] Training loss: 0.531 | Validation loss: 0.528 | Validation accuracy: 74.3
[1,   971] Training loss: 0.522 | Validation loss: 0.549 | Validation accuracy: 72.8
[1,   981] Training loss: 0.557 | Validation loss: 0.517 | Validation accuracy: 74.7
[1,   991] Training loss: 0.547 | Validation loss: 0.525 | Validation accuracy: 74.4
[1,  1001] Training loss: 0.512 | Validation loss: 0.550 | Validation accuracy: 72.7
[1,  1011] Training loss: 0.531 | Validation loss: 0.521 | Validation accuracy: 74.3
[1,  1021] Training loss: 0.537 | Validation loss: 0.526 | Validation accuracy: 74.4
[1,  1031] Training loss: 0.507 | Validation loss: 0.517 | Validation accuracy: 75.1
[1,  1041] Training loss: 0.520 | Validation loss: 0.515 | Validation accuracy: 75.1
[1,  1051] Training loss: 0.507 | Validation loss: 0.512 | Validation accuracy: 75.1
[1,  1061] Training loss: 0.540 | Validation loss: 0.576 | Validation accuracy: 69.5
